,index,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
413,414,26,1.0,0.0,24.0,1.0,1.0,1,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
414,415,30,0.0,0.0,0.0,1.0,0.0,0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
415,416,30,2.0,3.0,45.0,1.0,0.0,1,3.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
416,417,23,0.0,8.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
417,418,34,0.0,23.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
418,419,55,0.0,0.0,41.0,1.0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
419,420,28,0.0,3.0,45.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
420,421,26,0.0,37.0,45.0,1.0,1.0,0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
421,422,28,0.0,11.0,45.0,1.0,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
422,423,32,0.0,1.0,45.0,1.0,0.0,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
423,424,28,1.0,0.0,2.0,1.0,1.0,1,2.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
424,425,21,0.0,0.0,0.0,1.0,1.0,0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
425,426,24,0.0,0.0,3.0,1.0,0.0,1,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
426,427,26,1.0,0.0,20.0,1.0,1.0,0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
427,428,23,0.0,0.0,11.0,1.0,1.0,0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
428,429,24,1.0,0.0,5.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0
429,430,28,0.0,2.0,45.0,0.0,1.0,0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
430,431,24,1.0,0.0,2.0,1.0,0.0,1,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
431,432,33,0.0,0.0,42.0,0.0,1.0,1,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0
432,433,34,0.0,0.0,31.0,1.0,1.0,0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
433,434,27,1.0,0.0,0.0,1.0,1.0,1,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
434,435,28,0.0,0.0,4.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
435,436,26,0.0,0.0,1.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
436,437,20,0.0,5.0,45.0,1.0,1.0,0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
437,438,23,1.0,0.0,7.0,1.0,1.0,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
438,439,29,0.0,0.0,6.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
439,440,26,0.0,1.0,45.0,1.0,0.0,0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
440,441,36,0.0,0.0,23.0,1.0,1.0,0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
441,442,41,0.0,0.0,6.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0
442,443,33,1.0,0.0,7.0,1.0,1.0,0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
443,444,23,0.0,2.0,45.0,1.0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
444,445,39,0.0,0.0,0.0,1.0,0.0,0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
445,446,34,0.0,0.0,37.0,1.0,0.0,0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
446,447,26,1.0,0.0,0.0,1.0,1.0,1,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
447,448,24,0.0,0.0,21.0,1.0,1.0,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
448,449,37,0.0,2.0,45.0,1.0,0.0,1,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
449,450,43,0.0,0.0,7.0,0.0,0.0,1,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
450,451,40,2.0,0.0,13.0,1.0,0.0,0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
451,452,30,0.0,0.0,1.0,1.0,0.0,1,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
452,453,34,0.0,0.0,0.0,1.0,1.0,1,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
453,454,27,0.0,0.0,5.0,1.0,0.0,1,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
454,455,36,0.0,0.0,10.0,1.0,1.0,0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
455,456,27,0.0,16.0,45.0,1.0,1.0,0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
456,457,35,0.0,4.0,45.0,1.0,0.0,0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
457,458,32,0.0,1.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
458,459,37,0.0,0.0,5.0,1.0,1.0,0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
459,460,29,0.0,1.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
460,461,33,1.0,0.0,0.0,1.0,1.0,0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
461,462,28,0.0,0.0,22.0,1.0,1.0,0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
462,463,26,1.0,0.0,0.0,1.0,0.0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
463,464,27,0.0,0.0,3.0,1.0,0.0,1,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
464,465,38,0.0,1.0,45.0,0.0,1.0,1,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0
465,466,57,0.0,0.0,0.0,1.0,0.0,1,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
466,467,28,0.0,1.0,45.0,1.0,1.0,1,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
467,468,26,0.0,7.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
468,469,42,1.0,4.0,45.0,1.0,1.0,1,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
469,470,31,0.0,0.0,5.0,1.0,1.0,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
470,471,58,0.0,0.0,0.0,1.0,1.0,1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
471,472,29,0.0,0.0,9.0,1.0,1.0,0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
472,473,39,1.0,1.0,45.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
473,474,34,0.0,0.0,9.0,1.0,1.0,0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
474,475,57,0.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
475,476,27,0.0,3.0,45.0,1.0,0.0,1,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
476,477,23,0.0,3.0,45.0,0.0,0.0,1,4.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0
477,478,18,0.0,23.0,45.0,1.0,1.0,0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
478,479,30,1.0,0.0,2.0,1.0,1.0,0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
479,480,23,0.0,0.0,13.0,1.0,1.0,0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
480,481,43,0.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
481,482,18,1.0,1.0,45.0,1.0,0.0,1,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
482,483,29,0.0,0.0,8.0,1.0,1.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
483,484,48,0.0,0.0,3.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
484,485,43,0.0,3.0,45.0,1.0,1.0,1,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
485,486,28,1.0,0.0,2.0,1.0,0.0,1,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
486,487,30,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
487,488,26,0.0,18.0,20.0,1.0,1.0,0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
488,489,33,0.0,13.0,45.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
489,490,31,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
490,491,30,0.0,0.0,6.0,1.0,1.0,0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
491,492,27,0.0,18.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
492,493,24,1.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
493,494,25,0.0,0.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
494,495,23,1.0,0.0,2.0,1.0,0.0,1,4.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
495,496,36,0.0,0.0,3.0,1.0,1.0,1,3.0,5.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
496,497,25,1.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
497,498,54,0.0,1.0,45.0,1.0,1.0,1,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
498,499,34,0.0,4.0,45.0,1.0,1.0,0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
499,500,38,1.0,0.0,21.0,1.0,1.0,1,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500,501,40,0.0,6.0,45.0,0.0,0.0,0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
501,502,32,0.0,1.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
502,503,25,0.0,3.0,45.0,1.0,1.0,0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
503,504,35,1.0,0.0,9.0,1.0,1.0,1,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
504,505,46,0.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
505,506,42,0.0,0.0,33.0,1.0,1.0,0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
506,507,32,0.0,1.0,45.0,1.0,0.0,1,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
507,508,47,0.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
508,509,22,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
509,510,33,1.0,0.0,2.0,1.0,1.0,1,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
510,511,25,1.0,0.0,1.0,1.0,1.0,0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
511,512,29,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
512,513,39,0.0,0.0,1.0,1.0,1.0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
513,514,38,0.0,0.0,13.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,515,43,0.0,0.0,17.0,1.0,1.0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
515,516,46,0.0,0.0,9.0,1.0,1.0,1,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
516,517,38,1.0,0.0,6.0,1.0,0.0,1,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
517,518,33,0.0,3.0,45.0,1.0,1.0,1,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
518,519,34,0.0,1.0,45.0,1.0,0.0,1,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
519,520,62,0.0,0.0,0.0,1.0,1.0,0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
520,521,23,1.0,0.0,3.0,1.0,1.0,0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
521,522,35,0.0,0.0,21.0,1.0,1.0,0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
522,523,25,0.0,38.0,45.0,1.0,0.0,0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
523,524,36,0.0,0.0,8.0,0.0,0.0,1,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
524,525,41,1.0,0.0,45.0,1.0,0.0,1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
525,526,24,0.0,17.0,45.0,0.0,1.0,0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
526,527,51,0.0,11.0,45.0,1.0,1.0,1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
527,528,29,0.0,0.0,17.0,1.0,1.0,1,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
528,529,31,1.0,2.0,45.0,0.0,0.0,1,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
529,530,27,0.0,1.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
530,531,31,0.0,5.0,45.0,1.0,1.0,1,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
531,532,27,1.0,31.0,45.0,0.0,0.0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
532,533,23,0.0,9.0,45.0,1.0,1.0,0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
533,534,21,0.0,2.0,45.0,1.0,1.0,0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
534,535,27,1.0,5.0,45.0,1.0,0.0,1,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
535,536,39,0.0,0.0,18.0,1.0,0.0,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
536,537,26,0.0,0.0,0.0,1.0,0.0,1,1.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,538,27,0.0,1.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
538,539,22,1.0,0.0,0.0,1.0,0.0,1,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
539,540,26,1.0,0.0,12.0,1.0,0.0,1,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
540,541,31,1.0,0.0,6.0,1.0,0.0,1,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
541,542,32,0.0,1.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
542,543,28,1.0,0.0,0.0,1.0,0.0,1,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
543,544,28,2.0,1.0,45.0,1.0,0.0,1,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0
544,545,23,1.0,1.0,45.0,1.0,1.0,0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
545,546,30,0.0,1.0,45.0,1.0,1.0,0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
546,547,36,0.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
547,548,21,0.0,0.0,0.0,1.0,0.0,0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
548,549,30,0.0,3.0,45.0,1.0,1.0,0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
549,550,25,1.0,0.0,0.0,1.0,0.0,0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
550,551,32,0.0,11.0,45.0,1.0,1.0,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0
